scrap_date,update_date,price,city,location,product_type,furnish_type,number_of_rooms,floor_number,number_of_floors,size,year_of_construction
"November 15, 2020",Actualizat în 18.06.2020,72.000,Iasi,Pacurari ,House,Unfurnished,3,N/A,N/A,107 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 09.11.2020,79.900,Iasi,Bucium ,House,N/A,5,N/A,N/A,240 mp,2012
"November 15, 2020",Actualizat ieri,72.000,Iasi,Miroslava ,House,N/A,3,N/A,N/A,85 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,130.000,Iasi,Central ,House,N/A,4,N/A,N/A,120 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,72.000,Iasi,Valea Adânca ,House,N/A,3,N/A,N/A,77 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 16.09.2020,265.000,Iasi,Galata ,House,Furnished,4,N/A,N/A,220 mp,2018
"November 15, 2020",Actualizat în 09.11.2020,65.000,Iasi,Central ,House,N/A,3,N/A,N/A,82 mp,2017
"November 15, 2020",Actualizat în 05.11.2020,67.500,Iasi,Central ,House,N/A,3,N/A,N/A,85 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 23.06.2020,70.000,Iasi,Pacurari ,House,N/A,4,N/A,N/A,115 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,65.900,Iasi,Sud-Vest ,House,N/A,3,N/A,N/A,85 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 04.09.2020,78.000,Iasi,Cug ,House,Unfurnished,4,N/A,N/A,100 mp,2021 (in constructie)
"November 15, 2020",Actualizat în 11.11.2020,149.500,Iasi,Copou ,House,N/A,6,N/A,N/A,190 mp,2015
"November 15, 2020",Actualizat ieri,125.000,Iasi,Bucium ,House,N/A,5,N/A,N/A,125 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 16.09.2020,140.000,Iasi,Bucium ,House,Furnished,4,N/A,N/A,135 mp,2017
"November 15, 2020",Actualizat în 29.10.2020,81.000,Iasi,Central ,House,Unfurnished,4,N/A,N/A,100 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,105.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,110 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,138.000,Iasi,Central ,House,N/A,4,N/A,N/A,130 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 13.08.2020,75.000,Iasi,Copou ,House,Unfurnished,4,N/A,N/A,120 mp,2018
"November 15, 2020",Actualizat în 23.10.2020,195.000,Iasi,Tatarasi ,House,N/A,4,N/A,N/A,130 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 20.10.2020,105.000,Iasi,Copou ,House,N/A,2,N/A,N/A,55 mp,1927
"November 15, 2020",Actualizat în 05.11.2020,106.000,Iasi,Valea Adanca ,House,N/A,4,N/A,N/A,127 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 08.09.2020,145.000,Iasi,Popas Pacurari ,House,Furnished,6,N/A,N/A,150 mp,2010
"November 15, 2020",Actualizat în 05.11.2020,82.000,Iasi,Central ,House,N/A,4,N/A,N/A,108 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,259.000,Iasi,Bucium ,House,Furnished,4,N/A,N/A,290 mp,2007
"November 15, 2020",Actualizat în 05.11.2020,255.000,Iasi,Copou ,House,N/A,5,N/A,N/A,128 mp,1958
"November 15, 2020",Actualizat în 09.11.2020,70.000,Iasi,Central ,House,N/A,3,N/A,N/A,80 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,75.000,Iasi,Popas Pacurari ,House,Unfurnished,4,N/A,N/A,100 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 25.10.2020,230.000,Iasi,Est ,House,N/A,5,N/A,N/A,202 mp,2019
"November 15, 2020",Actualizat ieri,63.000,Iasi,Miroslava ,House,N/A,3,N/A,N/A,84 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.12.2019,131.500,Iasi,Copou ,House,Unfurnished,5,N/A,N/A,122 mp,2019
"November 15, 2020",Actualizat în 09.11.2020,99.500,Iasi,Popas Pacurari ,House,Unfurnished,4,N/A,N/A,120 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 29.03.2017,250.000,Iasi,Bucium ,House,Furnished,4,N/A,N/A,200 mp,2007
"November 15, 2020",Actualizat în 09.11.2020,47.500,Iasi,Pacurari ,House,N/A,4,N/A,N/A,110 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 09.11.2020,320.000,Iasi,Pacurari ,House,Furnished,4,N/A,N/A,306 mp,2018
"November 15, 2020",Actualizat în 29.10.2020,98.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,146 mp,2019
"November 15, 2020",Actualizat ieri,97.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,106 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,77.000,Iasi,Valea Adânca ,House,Unfurnished,4,N/A,N/A,100 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 20.10.2020,99.000,Iasi,Central ,House,Furnished,4,N/A,N/A,94 mp,2012
"November 15, 2020",Actualizat ieri,59.000,Iasi,Periferie ,House,Furnished,3,N/A,N/A,60 mp,2010
"November 15, 2020",Actualizat în 29.10.2020,120.000,Iasi,Bucium ,House,Furnished,3,N/A,N/A,250 mp,2019
"November 15, 2020",Actualizat în 09.11.2020,499.000,Iasi,Centru Civic ,House,Furnished,8,N/A,N/A,490 mp,2002
"November 15, 2020",Actualizat în 05.12.2019,131.500,Iasi,Copou ,House,N/A,5,N/A,N/A,122 mp,2019
"November 15, 2020",Actualizat ieri,75.000,Iasi,Exterior Nord ,House,N/A,3,N/A,N/A,73 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,115.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,115 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 06.11.2020,107.500,Iasi,Copou ,House,N/A,4,N/A,N/A,115 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 02.11.2020,300.000,Iasi,Gara ,House,N/A,3,N/A,N/A,100 mp,1968
"November 15, 2020",Actualizat ieri,95.000,Iasi,Popas Pacurari ,House,N/A,4,N/A,N/A,107 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,65.000,Iasi,Cug ,House,N/A,3,N/A,N/A,75 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 28.10.2020,95.000,Iasi,Central ,House,Unfurnished,4,N/A,N/A,88 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 05.11.2020,100.000,Iasi,Valea Adanca ,House,N/A,3,N/A,N/A,100 mp,2017
"November 15, 2020",Actualizat ieri,157.000,Iasi,Bucium ,House,Furnished,4,N/A,N/A,200 mp,2018
"November 15, 2020",Actualizat în 28.09.2020,134.000,Iasi,Galata ,House,Unfurnished,4,N/A,N/A,116 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 16.06.2020,95.000,Iasi,Miroslava ,House,Furnished,4,N/A,N/A,116 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 09.11.2020,76.500,Iasi,Popas Pacurari ,House,Unfurnished,4,N/A,N/A,100 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 29.10.2020,82.500,Iasi,Bucium ,House,N/A,4,N/A,N/A,102 mp,2019
"November 15, 2020",Actualizat în 13.11.2020,140.000,Iasi,Cug ,House,Furnished,5,N/A,N/A,142 mp,2019
"November 15, 2020",Actualizat în 05.11.2020,115.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,145 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,78.000,Iasi,Popas Pacurari ,House,Furnished,4,N/A,N/A,110 mp,2019
"November 15, 2020",Actualizat în 05.11.2020,105.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,110 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 06.11.2020,65.000,Iasi,Central ,House,Unfurnished,3,N/A,N/A,96 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 10.11.2020,84.900,Iasi,Valea Adânca ,House,Unfurnished,3,N/A,N/A,90 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,125.000,Iasi,Dorobanti ,House,Furnished,5,N/A,N/A,220 mp,2010
"November 15, 2020",Actualizat în 09.04.2020,350.000,Iasi,Bucium ,House,Furnished,4,N/A,N/A,330 mp,2005
"November 15, 2020",Actualizat în 10.08.2020,220.000,Iasi,Central ,House,N/A,4,N/A,N/A,110 mp,1960
"November 15, 2020",Actualizat în 09.11.2020,130.000,Iasi,Galata ,House,Unfurnished,4,N/A,N/A,118 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 09.11.2020,130.000,Iasi,Galata ,House,Unfurnished,4,N/A,N/A,118 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 22.10.2020,67.000,Iasi,Lunca Cetatuii ,House,Unfurnished,3,N/A,N/A,82 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,210.000,Iasi,Nicolina ,House,N/A,5,N/A,N/A,175 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,147.000,Iasi,Popas Pacurari ,House,Unfurnished,5,N/A,N/A,135 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 11.11.2020,90.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,90 mp,2020
"November 15, 2020",Actualizat în 05.11.2020,95.000,Iasi,Central ,House,N/A,4,N/A,N/A,120 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 28.10.2020,175.000,Iasi,Sararie ,House,N/A,3,N/A,N/A,100 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,70.000,Iasi,Lunca Cetatuii ,House,N/A,3,N/A,N/A,70 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,110.000,Iasi,Miroslava ,House,N/A,5,N/A,N/A,112 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,115.000,Iasi,Lunca Cetatuii ,House,Unfurnished,4,N/A,N/A,210 mp,2015
"November 15, 2020",Actualizat în 05.11.2020,134.000,Iasi,Galata ,House,N/A,5,N/A,N/A,116 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,180.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,140 mp,2018
"November 15, 2020",Actualizat în 05.11.2020,148.000,Iasi,Copou ,House,N/A,3,N/A,N/A,112 mp,1950
"November 15, 2020",Actualizat în 09.11.2020,176.500,Iasi,Pacurari ,House,Unfurnished,5,N/A,N/A,175 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,78.500,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,100 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,78.500,Iasi,Exterior Nord ,House,Unfurnished,3,N/A,N/A,77 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,95.000,Iasi,Visani ,House,N/A,12,N/A,N/A,500 mp,2016
"November 15, 2020",Actualizat în 09.11.2020,255.000,Iasi,Miroslava ,House,Furnished,4,N/A,N/A,175 mp,2013
"November 15, 2020",Actualizat în 27.10.2020,98.000,Iasi,Bucium ,House,Unfurnished,4,N/A,N/A,97 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,239.000,Iasi,Galata ,House,Furnished,5,N/A,N/A,145 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 05.11.2020,150.000,Iasi,Miroslava ,House,N/A,6,N/A,N/A,220 mp,2014
"November 15, 2020",Actualizat în 09.11.2020,95.000,Iasi,Popas Pacurari ,House,Unfurnished,4,N/A,N/A,115 mp,2019
"November 15, 2020",Actualizat în 05.11.2020,69.900,Iasi,Lunca Cetatuii ,House,N/A,3,N/A,N/A,72 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,75.000,Iasi,Lunca Cetatuii ,House,N/A,3,N/A,N/A,87 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,130.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,118 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 10.11.2020,75.000,Iasi,Central ,House,N/A,4,N/A,N/A,105 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,82.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,104 mp,2018
"November 15, 2020",Actualizat în 09.11.2020,275.000,Iasi,Popas Pacurari ,House,Furnished,6,N/A,N/A,350 mp,2008
"November 15, 2020",Actualizat în 05.11.2020,95.000,Iasi,Central ,House,N/A,4,N/A,N/A,104 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,138.000,Iasi,Central ,House,N/A,4,N/A,N/A,130 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,280.000,Iasi,Tatarasi ,House,N/A,7,N/A,N/A,220 mp,2008
"November 15, 2020",Actualizat în 11.11.2020,300.000,Iasi,Copou ,House,N/A,5,N/A,N/A,343 mp,1995
"November 15, 2020",Actualizat ieri,92.000,Iasi,Cug ,House,N/A,4,N/A,N/A,120 mp,2019
"November 15, 2020",Actualizat în 02.11.2020,130.000,Iasi,Frumoasa ,House,N/A,3,N/A,N/A,92 mp,N/A
"November 15, 2020",Actualizat în 11.11.2020,145.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,143 mp,2020
"November 15, 2020",Actualizat în 12.11.2020,120.000,Iasi,Bucium ,House,Furnished,3,N/A,N/A,100 mp,2019
"November 15, 2020",Actualizat ieri,89.500,Iasi,Lunca Cetatuii ,House,N/A,4,N/A,N/A,105 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,130.000,Iasi,Galata ,House,Unfurnished,4,N/A,N/A,118 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,97.900,Iasi,Miroslava ,House,N/A,4,N/A,N/A,110 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 11.11.2020,87.000,Iasi,Copou ,House,Unfurnished,3,N/A,N/A,120 mp,2019
"November 15, 2020",Actualizat în 13.11.2020,79.000,Iasi,Exterior Nord ,House,N/A,3,N/A,N/A,75 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 19.10.2020,99.500,Iasi,Bucium ,House,Furnished,4,N/A,N/A,99.1 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,99.900,Iasi,Popas Pacurari ,House,N/A,4,N/A,N/A,110 mp,2020 (proiect)
"November 15, 2020",Actualizat ieri,110.000,Iasi,Bucium ,House,N/A,5,N/A,N/A,97 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,82.500,Iasi,Visani ,House,N/A,4,N/A,N/A,100 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 02.11.2020,79.900,Iasi,Bucium ,House,N/A,4,N/A,N/A,90 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 11.11.2020,80.000,Iasi,Bucium ,House,Unfurnished,8,N/A,N/A,300 mp,2019
"November 15, 2020",Actualizat în 12.11.2020,98.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,110 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,490.000,Iasi,Tatarasi ,House,N/A,5,N/A,N/A,362 mp,2005
"November 15, 2020",Actualizat ieri,69.000,Iasi,Miroslava ,House,N/A,3,N/A,N/A,85 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,99.900,Iasi,Copou ,House,N/A,4,N/A,N/A,106 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 26.10.2020,125.000,Iasi,Miroslava ,House,N/A,5,N/A,N/A,163 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 08.11.2020,80.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,90 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,130.000,Iasi,Galata ,House,Unfurnished,4,N/A,N/A,118 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 20.10.2020,99.000,Iasi,Central ,House,N/A,4,N/A,N/A,145 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,78.000,Iasi,Central ,House,N/A,4,N/A,N/A,105 mp,2018
"November 15, 2020",Actualizat ieri,98.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,110 mp,2019
"November 15, 2020",Actualizat în 13.11.2020,97.000,Iasi,Miroslava ,House,N/A,4,N/A,N/A,110 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 13.10.2020,105.000,Iasi,Pacurari ,House,N/A,4,N/A,N/A,147 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 05.11.2020,110.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,102 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,275.000,Iasi,Central ,House,Furnished,7,N/A,N/A,300 mp,2003
"November 15, 2020",Actualizat ieri,95.000,Iasi,Central ,House,N/A,4,N/A,N/A,116 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,148.000,Iasi,Valea Adânca ,House,Furnished,4,N/A,N/A,130 mp,2017
"November 15, 2020",Actualizat în 05.11.2020,89.000,Iasi,Central ,House,N/A,3,N/A,N/A,95 mp,2011
"November 15, 2020",Actualizat în 05.11.2020,125.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,120 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,73.500,Iasi,Valea Adânca ,House,Furnished,5,N/A,N/A,115 mp,2006
"November 15, 2020",Actualizat în 05.11.2020,78.000,Iasi,Central ,House,N/A,4,N/A,N/A,100 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,75.000,Iasi,Popas Pacurari ,House,N/A,3,N/A,N/A,100 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,75.900,Iasi,Popas Pacurari ,House,Unfurnished,3,N/A,N/A,100 mp,2019
"November 15, 2020",Actualizat în 05.11.2020,95.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,120 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 29.10.2020,67.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,110 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,62.000,Iasi,Valea Adânca ,House,N/A,3,N/A,N/A,75 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 09.11.2020,259.000,Iasi,Bucium ,House,Furnished,12,N/A,N/A,460 mp,1996
"November 15, 2020",Actualizat în 05.11.2020,109.000,Iasi,Lunca Cetatuii ,House,Furnished,3,N/A,N/A,120 mp,2019
"November 15, 2020",Actualizat ieri,95.000,Iasi,Popas Pacurari ,House,N/A,4,N/A,N/A,117 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,185.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,160 mp,2015
"November 15, 2020",Actualizat în 27.10.2020,99.000,Iasi,Frumoasa ,House,Unfurnished,4,N/A,N/A,120 mp,2021 (in constructie)
"November 15, 2020",Actualizat în 20.10.2020,195.000,Iasi,Tatarasi ,House,N/A,4,N/A,N/A,130 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,99.800,Iasi,Miroslava ,House,N/A,4,N/A,N/A,130 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 18.06.2020,67.000,Iasi,Pacurari ,House,N/A,4,N/A,N/A,110 mp,2018
"November 15, 2020",Actualizat ieri,70.000,Iasi,Bucium ,House,N/A,4,N/A,N/A,110 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 06.11.2020,135.000,Iasi,Valea Adânca ,House,N/A,5,N/A,N/A,135 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 11.09.2020,97.000,Iasi,Valea Adânca ,House,Unfurnished,4,N/A,N/A,100 mp,2020 (in constructie)
"November 15, 2020",Actualizat ieri,99.500,Iasi,Popas Pacurari ,House,N/A,4,N/A,N/A,115 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 05.11.2020,80.000,Iasi,Valea Adânca ,House,N/A,3,N/A,N/A,90 mp,2020 (finalizata)
"November 15, 2020",Actualizat în 15.09.2020,102.000,Iasi,Valea Adânca ,House,N/A,4,N/A,N/A,120 mp,2020 (in constructie)
"November 15, 2020",Actualizat în 10.11.2020,65.000,Iasi,Cug ,House,N/A,3,N/A,N/A,74 mp,2018
"November 15, 2020",Actualizat în 05.11.2020,157.000,Iasi,Bucium ,House,Furnished,4,N/A,N/A,150 mp,2017
"November 15, 2020",Actualizat în 28.10.2020,180.000,Iasi,Galata ,House,Furnished,4,N/A,N/A,170 mp,2016
"November 15, 2020",Actualizat în 09.11.2020,77.500,Iasi,Popas Pacurari ,House,N/A,3,N/A,N/A,80 mp,2020 (finalizata)
"November 15, 2020",Actualizat ieri,95.000,Iasi,Central ,House,N/A,4,N/A,N/A,117 mp,2020 (finalizata)
